ID_Date;Date_Complete;Annee;Trimestre;Mois;Mois_Nom;Semaine;Jour;Jour_Semaine;Est_Weekend;Est_Ferie;Saison_Commerciale
712;2024-12-12;2024;4;12;December;50;12;Thursday;0;0;Normal
713;2024-12-13;2024;4;12;December;50;13;Friday;0;0;Normal
714;2024-12-14;2024;4;12;December;50;14;Saturday;1;0;Normal
715;2024-12-15;2024;4;12;December;50;15;Sunday;1;0;Normal
716;2024-12-16;2024;4;12;December;51;16;Monday;0;0;Normal
717;2024-12-17;2024;4;12;December;51;17;Tuesday;0;0;Normal
718;2024-12-18;2024;4;12;December;51;18;Wednesday;0;0;Normal
719;2024-12-19;2024;4;12;December;51;19;Thursday;0;0;Normal
720;2024-12-20;2024;4;12;December;51;20;Friday;0;0;Normal
721;2024-12-21;2024;4;12;December;51;21;Saturday;1;0;Normal
722;2024-12-22;2024;4;12;December;51;22;Sunday;1;0;Normal
723;2024-12-23;2024;4;12;December;52;23;Monday;0;0;Normal
724;2024-12-24;2024;4;12;December;52;24;Tuesday;0;0;Normal
725;2024-12-25;2024;4;12;December;52;25;Wednesday;0;0;Normal
726;2024-12-26;2024;4;12;December;52;26;Thursday;0;0;Normal
727;2024-12-27;2024;4;12;December;52;27;Friday;0;0;Normal
728;2024-12-28;2024;4;12;December;52;28;Saturday;1;0;Normal
729;2024-12-29;2024;4;12;December;52;29;Sunday;1;0;Normal
730;2024-12-30;2024;4;12;December;1;30;Monday;0;0;Normal
731;2024-12-31;2024;4;12;December;1;31;Tuesday;0;0;Normal
